customer_id,customer_name,product_category,purchase_amount,delivery_status,payment_status,customer_age,customer_gender,product_rating,shipping_region,loyalty_status,country
3415.0,John Williams,,49.0,cancelled,completed,69.0,Male,1.0,West,Platinum,USA
3416.0,Emily Williams,clothing,92.0,delivered,cancelled,67.0,Male,1.0,,Platinum,Australia
3417.0,,clothing,281.0,pending,completed,,Male,4.0,East,,
3418.0,John Garcia,clothing,108.0,delivered,completed,,Female,,East,Platinum,Australia
3419.0,Emily Williams,electronics,227.0,delivered,completed,19.0,Female,4.0,East,,Japan
3420.0,David Johnson,,232.0,cancelled,completed,25.0,Male,2.0,East,Silver,Italy
3421.0,Jessica Jones,electronics,285.0,delivered,completed,46.0,Female,3.0,North,Silver,UK
3422.0,Jessica Miller,books,226.0,delivered,cancelled,59.0,Female,1.0,North,Platinum,Germany
3423.0,Jessica Garcia,electronics,96.0,delivered,completed,68.0,Female,3.0,South,Gold,Italy
3424.0,Jennifer Jones,electronics,66.0,,completed,24.0,Male,2.0,North,Platinum,Canada
,David Williams,books,129.0,delivered,completed,66.0,Female,3.0,South,Gold,South Africa
3426.0,David Smith,books,219.0,,completed,46.0,Male,3.0,South,Platinum,Brazil
3427.0,David Smith,books,,,completed,48.0,Female,3.0,East,Gold,South Africa
3428.0,Jessica Miller,electronics,173.0,delivered,completed,,Male,,North,Silver,Japan
3429.0,Michael Williams,electronics,29.0,delivered,completed,52.0,Male,2.0,North,Silver,Canada
3430.0,Michael Garcia,books,176.0,delivered,completed,42.0,,2.0,East,Platinum,Spain
3431.0,Jessica Davis,appliances,280.0,,completed,64.0,Male,2.0,West,Silver,Italy
3432.0,,appliances,96.0,,,21.0,Male,3.0,East,Platinum,USA
,Michael Johnson,clothing,276.0,delivered,completed,66.0,Female,4.0,South,Platinum,Russia
3434.0,John Davis,books,150.0,pending,completed,60.0,Male,1.0,,Silver,UK
3435.0,Daniel Miller,clothing,86.0,delivered,completed,55.0,Female,4.0,North,Gold,Australia
3436.0,Daniel Miller,appliances,247.0,delivered,completed,34.0,Female,1.0,South,,Russia
3437.0,Jessica Williams,clothing,182.0,,completed,27.0,Male,3.0,South,Gold,
,Sarah Jones,books,,delivered,pending,18.0,Female,4.0,South,Gold,
3439.0,David Williams,books,,delivered,completed,35.0,Female,4.0,East,Silver,Russia
3440.0,Jennifer Davis,books,214.0,delivered,completed,63.0,Female,1.0,West,Platinum,Brazil
3441.0,,electronics,49.0,shipped,cancelled,36.0,Male,1.0,South,Silver,South Africa
3442.0,David Johnson,clothing,239.0,delivered,completed,,Female,3.0,,Platinum,Canada
3443.0,Sarah Brown,appliances,166.0,delivered,completed,49.0,Female,4.0,East,Gold,Australia
,Michael Davis,appliances,278.0,delivered,completed,48.0,Male,4.0,South,Platinum,South Africa
3445.0,Emily Garcia,appliances,162.0,delivered,completed,50.0,Male,,South,,Mexico
3446.0,John Miller,electronics,254.0,delivered,completed,39.0,Female,2.0,North,Silver,Australia
3447.0,Daniel Davis,electronics,134.0,delivered,,18.0,Female,1.0,South,Silver,Japan
3448.0,Jessica Miller,books,,pending,completed,,Female,4.0,West,,Germany
3449.0,Daniel Brown,,227.0,pending,completed,63.0,Female,2.0,,Platinum,
3450.0,John Williams,electronics,183.0,delivered,completed,52.0,Female,4.0,South,Platinum,Germany
3451.0,Daniel Davis,books,103.0,delivered,completed,,Male,1.0,East,Silver,Australia
3452.0,David Smith,appliances,96.0,,completed,66.0,Male,4.0,South,Platinum,China
3453.0,Aditi Sharma,clothing,,delivered,completed,34.0,Female,4.0,North,Platinum,India
3454.0,Jennifer Johnson,books,24.0,delivered,completed,51.0,Female,3.0,West,Platinum,Australia
3455.0,John Johnson,electronics,97.0,delivered,,46.0,Female,3.0,North,Gold,Mexico
3456.0,Jennifer Miller,electronics,110.0,delivered,completed,23.0,Female,4.0,East,Platinum,Spain
3457.0,John Davis,books,106.0,shipped,,18.0,Male,2.0,North,Silver,Australia
3458.0,,,289.0,delivered,completed,44.0,Male,2.0,East,Silver,USA
3459.0,Sarah Johnson,electronics,123.0,delivered,completed,29.0,Female,2.0,West,Platinum,South Africa
3460.0,Daniel Davis,clothing,194.0,delivered,,21.0,Female,4.0,North,Gold,Italy
3461.0,Sarah Brown,appliances,73.0,delivered,completed,33.0,Male,2.0,North,Gold,Brazil
3462.0,Emily Johnson,clothing,230.0,cancelled,cancelled,69.0,Male,3.0,South,,France
3463.0,,books,114.0,delivered,pending,28.0,Male,,East,Silver,UK
3464.0,Sarah Miller,clothing,242.0,delivered,,69.0,Female,,,,South Africa
,David Williams,electronics,28.0,cancelled,pending,37.0,Female,3.0,East,Platinum,USA
3466.0,David Johnson,books,72.0,delivered,completed,43.0,Female,2.0,South,Platinum,Japan
3467.0,Jennifer Smith,appliances,96.0,delivered,,45.0,Male,3.0,West,Platinum,Mexico
3468.0,Sarah Garcia,electronics,225.0,delivered,completed,59.0,Female,3.0,,Gold,Mexico
3469.0,Emily Miller,electronics,131.0,delivered,completed,25.0,Male,1.0,,Platinum,Germany
3470.0,David Jones,appliances,184.0,delivered,completed,19.0,,,North,Platinum,Mexico
,David Davis,appliances,298.0,delivered,,57.0,Female,1.0,East,,
3472.0,Emily Johnson,clothing,46.0,delivered,completed,43.0,Male,2.0,East,Platinum,South Africa
3473.0,Daniel Jones,books,89.0,cancelled,completed,44.0,Male,2.0,West,Platinum,
3474.0,Sarah Miller,appliances,237.0,,completed,50.0,Female,3.0,West,Silver,
3475.0,Jessica Jones,appliances,208.0,delivered,completed,,Female,,,Silver,Spain
3476.0,Jennifer Williams,books,143.0,delivered,completed,63.0,Male,2.0,South,Gold,South Korea
3477.0,Michael Garcia,appliances,38.0,shipped,pending,53.0,Female,4.0,,Gold,Australia
3478.0,Emily Jones,appliances,276.0,delivered,pending,38.0,Male,4.0,North,Gold,Germany
3479.0,Aarav Singh,clothing,41.0,shipped,completed,66.0,Male,4.0,South,Silver,India
3480.0,Jessica Miller,electronics,59.0,delivered,completed,51.0,Female,1.0,West,Silver,Mexico
3481.0,Jessica Williams,electronics,57.0,cancelled,,40.0,Male,,North,Platinum,UK
,Michael Miller,electronics,67.0,,,51.0,Male,4.0,North,Gold,Canada
3483.0,Daniel Jones,electronics,202.0,delivered,pending,57.0,Male,1.0,,Platinum,Italy
3484.0,Emily Brown,appliances,94.0,delivered,completed,24.0,Male,3.0,West,,Japan
3485.0,David Jones,books,228.0,pending,,43.0,Female,,West,,South Korea
3486.0,Aditi Kumar,books,202.0,delivered,completed,57.0,Male,,East,Platinum,
,John Davis,clothing,126.0,delivered,completed,69.0,Female,1.0,South,Platinum,Russia
3488.0,,clothing,207.0,,completed,66.0,Male,4.0,West,Platinum,Canada
3489.0,Michael Jones,appliances,283.0,shipped,completed,34.0,Female,3.0,South,Silver,Italy
,Jennifer Smith,books,105.0,pending,completed,48.0,Female,4.0,North,Silver,Germany
3491.0,David Davis,books,156.0,delivered,completed,,Male,1.0,,Silver,Germany
3492.0,Jessica Jones,electronics,114.0,delivered,completed,42.0,Male,4.0,West,Silver,Germany
3493.0,Emily Brown,appliances,264.0,delivered,completed,54.0,Female,1.0,North,Gold,South Africa
3494.0,Vidya Singh,appliances,109.0,shipped,completed,32.0,Male,2.0,,,India
3495.0,David Williams,electronics,78.0,pending,completed,,Male,4.0,West,,Australia
,Jennifer Smith,appliances,47.0,,completed,28.0,Female,3.0,North,Platinum,France
,John Williams,appliances,91.0,,completed,49.0,Male,4.0,South,Platinum,France
3498.0,Jessica Johnson,clothing,289.0,cancelled,completed,47.0,,1.0,South,Platinum,Russia
3499.0,Jennifer Johnson,,43.0,shipped,completed,34.0,Female,2.0,North,Gold,France
3500.0,Sarah Miller,appliances,131.0,delivered,completed,41.0,Male,3.0,West,Silver,South Africa
3501.0,Michael Garcia,clothing,75.0,delivered,cancelled,62.0,Male,,South,Platinum,
,,books,242.0,delivered,pending,,Male,,,Gold,Italy
3503.0,Emily Smith,electronics,139.0,delivered,completed,67.0,Female,1.0,,Gold,
3504.0,Sarah Garcia,clothing,198.0,delivered,completed,63.0,Male,3.0,South,Platinum,Japan
3505.0,Michael Garcia,,,delivered,completed,49.0,Female,1.0,South,Platinum,South Africa
3506.0,,books,85.0,delivered,completed,36.0,Male,4.0,East,Gold,Australia
3507.0,Daniel Smith,electronics,268.0,delivered,completed,20.0,Female,1.0,East,Gold,Japan
3508.0,David Garcia,clothing,95.0,delivered,pending,21.0,Male,2.0,North,Platinum,Japan
,David Smith,appliances,156.0,delivered,completed,42.0,Male,1.0,North,Silver,China
3510.0,Daniel Brown,appliances,183.0,pending,completed,26.0,Female,,West,Silver,Australia
3511.0,Vidya Patel,appliances,252.0,delivered,completed,38.0,Male,2.0,East,Platinum,India
3512.0,John Davis,electronics,274.0,delivered,completed,40.0,Female,4.0,North,Platinum,
3513.0,Emily Miller,,189.0,delivered,completed,63.0,Male,1.0,East,Silver,Germany
,Jessica Jones,appliances,193.0,shipped,completed,46.0,Male,1.0,North,Gold,South Africa
3515.0,Michael Jones,electronics,37.0,pending,completed,47.0,Male,4.0,South,Platinum,South Korea
3516.0,Daniel Brown,appliances,89.0,delivered,completed,42.0,Female,4.0,South,Platinum,Brazil
3517.0,Emily Miller,books,135.0,cancelled,completed,,Male,1.0,West,Silver,USA
3518.0,Jennifer Garcia,clothing,99.0,delivered,completed,46.0,Male,4.0,East,Platinum,USA
3519.0,Sarah Brown,clothing,34.0,cancelled,completed,51.0,Male,2.0,East,Gold,South Africa
3520.0,Aarav Sharma,,195.0,delivered,,31.0,,3.0,East,Gold,India
3521.0,Aditi Sharma,electronics,288.0,delivered,,39.0,Female,2.0,East,Platinum,India
3522.0,Michael Davis,clothing,138.0,delivered,completed,65.0,Male,1.0,South,Gold,South Korea
3523.0,Michael Smith,appliances,207.0,delivered,cancelled,68.0,Female,2.0,South,Gold,China
3524.0,Michael Jones,appliances,76.0,delivered,completed,33.0,Male,1.0,East,Gold,USA
3525.0,David Johnson,books,218.0,pending,completed,,,2.0,West,Platinum,Germany
3526.0,Jessica Garcia,appliances,,shipped,completed,31.0,Female,1.0,East,Platinum,
3527.0,David Davis,electronics,74.0,delivered,completed,24.0,,4.0,North,Platinum,Australia
3528.0,Emily Miller,electronics,288.0,delivered,completed,22.0,Female,2.0,South,Gold,UK
3529.0,,appliances,106.0,delivered,completed,57.0,,1.0,South,Silver,UK
3530.0,Michael Jones,electronics,48.0,delivered,completed,46.0,Male,4.0,East,Silver,Australia
3531.0,Sarah Jones,clothing,41.0,delivered,completed,,Female,1.0,North,,
3532.0,Jennifer Garcia,clothing,,delivered,completed,47.0,Female,2.0,,,USA
3533.0,David Williams,appliances,24.0,pending,completed,42.0,Female,2.0,South,Silver,USA
3534.0,Daniel Williams,,269.0,delivered,completed,31.0,Male,1.0,North,,Italy
3535.0,Sarah Miller,clothing,,delivered,completed,59.0,Female,4.0,North,Gold,UK
3536.0,Jessica Jones,books,221.0,delivered,completed,39.0,Female,3.0,South,Silver,Spain
3537.0,,books,120.0,delivered,completed,61.0,Male,1.0,South,,UK
3538.0,Jennifer Brown,clothing,90.0,delivered,,22.0,Male,1.0,North,Gold,South Korea
3539.0,Michael Jones,appliances,182.0,pending,completed,57.0,Female,3.0,West,Platinum,South Korea
3540.0,Emily Miller,,192.0,delivered,completed,,,1.0,North,Gold,Australia
3541.0,,,160.0,delivered,,29.0,Female,2.0,South,Platinum,
3542.0,,electronics,157.0,pending,,53.0,Male,2.0,East,Platinum,Germany
3543.0,Jennifer Brown,electronics,85.0,delivered,,30.0,Female,4.0,West,Silver,Japan
3544.0,Jennifer Jones,appliances,217.0,pending,pending,38.0,Female,,North,Silver,South Korea
3545.0,Daniel Jones,,247.0,delivered,completed,49.0,Female,1.0,South,Gold,Italy
3546.0,Emily Johnson,electronics,191.0,delivered,completed,66.0,Female,2.0,North,Silver,Canada
3547.0,,appliances,59.0,shipped,completed,,Female,,West,,USA
3548.0,John Davis,books,26.0,pending,completed,54.0,Male,3.0,West,Platinum,China
3549.0,Jennifer Jones,clothing,,delivered,completed,55.0,Female,2.0,West,Gold,Australia
3550.0,Jessica Miller,books,170.0,delivered,,26.0,Female,3.0,,Platinum,South Africa
3551.0,Jessica Brown,appliances,230.0,shipped,pending,,Female,1.0,West,Platinum,Canada
,Emily Williams,electronics,105.0,delivered,completed,19.0,Female,4.0,South,Gold,South Korea
3553.0,Daniel Davis,electronics,272.0,delivered,,,,,North,Platinum,Australia
3554.0,Jessica Miller,,40.0,pending,completed,60.0,Female,1.0,North,Silver,France
3555.0,,electronics,276.0,delivered,completed,27.0,Female,3.0,East,Gold,South Africa
3556.0,David Garcia,clothing,52.0,pending,completed,52.0,Male,2.0,West,Silver,USA
3557.0,David Johnson,,279.0,pending,completed,26.0,Male,3.0,North,Platinum,Brazil
3558.0,Sarah Smith,books,253.0,delivered,cancelled,57.0,Female,2.0,West,Platinum,USA
,Michael Garcia,appliances,22.0,,completed,65.0,Female,1.0,North,Gold,Brazil
3560.0,Sarah Garcia,,,delivered,,49.0,Male,1.0,North,Platinum,China
3561.0,Jessica Williams,clothing,89.0,delivered,completed,38.0,Female,4.0,South,Silver,China
3562.0,Jessica Brown,,273.0,delivered,cancelled,51.0,Female,,South,Gold,South Africa
,David Garcia,appliances,163.0,pending,completed,42.0,Female,3.0,South,Gold,South Africa
3564.0,Jennifer Johnson,electronics,43.0,shipped,cancelled,,Male,2.0,West,,China
3565.0,Emily Johnson,clothing,253.0,delivered,completed,,Male,4.0,West,Platinum,UK
,David Williams,appliances,194.0,delivered,completed,63.0,Female,4.0,South,Platinum,Japan
3567.0,Michael Brown,appliances,178.0,,completed,54.0,Male,1.0,North,Gold,Japan
3568.0,David Miller,clothing,37.0,delivered,pending,39.0,Male,1.0,West,Silver,
3569.0,Daniel Davis,appliances,63.0,delivered,,42.0,Male,,West,Gold,Canada
3570.0,Daniel Miller,electronics,174.0,delivered,completed,18.0,Female,3.0,East,Gold,China
3571.0,Vidya Sharma,clothing,250.0,cancelled,completed,62.0,Male,2.0,North,Platinum,India
,Jessica Jones,,244.0,shipped,completed,53.0,,4.0,North,Gold,South Africa
3573.0,Emily Davis,electronics,236.0,pending,completed,38.0,Male,1.0,East,Silver,Spain
3574.0,Sarah Johnson,,,delivered,cancelled,58.0,Female,2.0,,Silver,France
3575.0,Aditi Kumar,electronics,50.0,shipped,completed,33.0,Male,4.0,East,Silver,India
3576.0,Jessica Davis,clothing,78.0,,completed,49.0,Female,2.0,East,Silver,Italy
3577.0,,electronics,254.0,shipped,completed,38.0,Male,2.0,East,Platinum,Russia
,David Williams,electronics,126.0,delivered,completed,45.0,Female,3.0,,Platinum,USA
3579.0,Jessica Jones,appliances,210.0,delivered,completed,36.0,Male,4.0,West,,Germany
3580.0,,clothing,37.0,delivered,pending,31.0,Male,2.0,West,Platinum,South Africa
3581.0,Michael Jones,clothing,245.0,delivered,cancelled,40.0,Female,2.0,West,,
3582.0,Emily Garcia,books,186.0,pending,completed,41.0,,2.0,South,Silver,Brazil
3583.0,Jessica Johnson,clothing,90.0,,,37.0,Male,3.0,East,Gold,Spain
3584.0,Daniel Garcia,clothing,73.0,delivered,completed,49.0,Female,3.0,East,Gold,Mexico
,Jennifer Brown,,264.0,shipped,completed,57.0,Male,,East,Platinum,
3586.0,Jessica Jones,clothing,95.0,delivered,cancelled,27.0,Female,3.0,East,Gold,Spain
3587.0,Daniel Brown,clothing,54.0,pending,completed,69.0,Male,3.0,West,Platinum,China
3588.0,David Davis,clothing,286.0,shipped,completed,18.0,Female,4.0,East,,Brazil
3589.0,Emily Garcia,,140.0,pending,completed,48.0,Male,4.0,South,Platinum,Italy
3590.0,John Davis,books,,delivered,completed,69.0,Male,2.0,,Gold,
3591.0,,clothing,179.0,,completed,54.0,Female,1.0,West,Gold,Russia
3592.0,Jessica Davis,clothing,103.0,,pending,32.0,Female,3.0,West,Platinum,Canada
3593.0,Jessica Johnson,books,133.0,,completed,57.0,Male,4.0,South,Silver,France
3594.0,Vivaan Sharma,appliances,,shipped,cancelled,48.0,,1.0,West,Gold,India
3595.0,John Jones,electronics,,cancelled,completed,45.0,,4.0,South,Silver,Canada
3596.0,Jennifer Garcia,appliances,210.0,delivered,completed,,,2.0,North,Platinum,UK
3597.0,David Jones,books,194.0,pending,completed,23.0,Male,3.0,East,Platinum,UK
3598.0,Michael Miller,electronics,20.0,pending,completed,32.0,Female,,South,Gold,Japan
3599.0,Daniel Miller,books,248.0,,completed,64.0,Female,2.0,East,Gold,Japan
3600.0,Sarah Jones,books,105.0,delivered,completed,44.0,Female,4.0,East,Gold,Japan
3601.0,Emily Miller,clothing,,shipped,,27.0,Female,,West,Platinum,Australia
3602.0,John Miller,electronics,225.0,delivered,completed,38.0,Female,3.0,West,Silver,Spain
3603.0,Jessica Brown,,,delivered,completed,36.0,Female,1.0,South,Silver,Russia
3604.0,David Davis,electronics,269.0,shipped,completed,21.0,Female,2.0,South,Gold,UK
3605.0,David Williams,books,32.0,delivered,cancelled,39.0,Female,3.0,West,Gold,South Africa
3606.0,Aarav Sharma,,182.0,shipped,pending,55.0,Male,2.0,East,Gold,India
3607.0,,appliances,62.0,delivered,completed,32.0,Male,4.0,West,Silver,Brazil
3608.0,Jessica Smith,electronics,,delivered,completed,23.0,Female,1.0,East,Gold,Italy
3609.0,Jennifer Garcia,clothing,224.0,cancelled,completed,67.0,Male,1.0,North,Gold,Japan
3610.0,,,275.0,,completed,28.0,Female,2.0,South,Platinum,South Korea
,David Miller,appliances,163.0,,completed,61.0,Female,1.0,West,Gold,UK
,John Johnson,appliances,165.0,shipped,completed,47.0,,1.0,,Platinum,
3613.0,Jessica Brown,clothing,183.0,pending,completed,,Female,2.0,North,Silver,Mexico
3614.0,John Williams,appliances,188.0,delivered,completed,41.0,Female,3.0,East,Gold,Germany
3615.0,,clothing,252.0,delivered,completed,39.0,Female,4.0,South,Silver,China
3616.0,Jessica Johnson,appliances,290.0,shipped,completed,47.0,Female,3.0,West,Silver,France
3617.0,Sarah Miller,clothing,79.0,delivered,completed,,Female,3.0,East,Silver,USA
3618.0,Sarah Johnson,books,,delivered,completed,21.0,Female,4.0,South,,South Africa
3619.0,John Garcia,books,,delivered,completed,67.0,Male,2.0,West,Silver,Brazil
,,books,213.0,delivered,completed,23.0,Male,2.0,North,Platinum,Germany
3621.0,John Williams,books,253.0,shipped,pending,55.0,Male,,East,Platinum,Russia
3622.0,,books,202.0,shipped,completed,43.0,Male,1.0,West,Silver,Japan
3623.0,Daniel Smith,,251.0,cancelled,completed,36.0,,3.0,West,Silver,Spain
3624.0,Emily Miller,appliances,126.0,delivered,completed,19.0,,1.0,,Gold,USA
3625.0,John Smith,appliances,242.0,pending,completed,21.0,,2.0,South,Silver,
3626.0,Emily Smith,clothing,99.0,delivered,completed,22.0,Male,3.0,North,Platinum,Germany
3627.0,David Williams,clothing,253.0,delivered,completed,64.0,Male,2.0,North,Platinum,USA
3628.0,Emily Jones,clothing,203.0,delivered,,,Male,4.0,South,Platinum,Brazil
3629.0,Jessica Davis,clothing,204.0,cancelled,completed,46.0,Male,4.0,East,Platinum,UK
3630.0,Sarah Johnson,books,153.0,,completed,33.0,Male,1.0,South,Silver,
3631.0,Jennifer Johnson,books,239.0,cancelled,completed,62.0,Female,1.0,North,Platinum,UK
3632.0,Sarah Brown,books,221.0,shipped,completed,29.0,Female,2.0,South,Platinum,Brazil
3633.0,Jessica Miller,electronics,165.0,shipped,completed,38.0,Female,,North,Platinum,UK
3634.0,David Brown,,146.0,delivered,completed,26.0,Male,4.0,North,Gold,
3635.0,John Johnson,,,shipped,completed,28.0,,3.0,,Silver,Germany
3636.0,Daniel Johnson,clothing,,delivered,completed,25.0,Male,,North,Platinum,
3637.0,Daniel Brown,books,,delivered,completed,43.0,Female,2.0,,Platinum,Australia
3638.0,Michael Garcia,clothing,83.0,delivered,cancelled,49.0,,4.0,North,Silver,Australia
3639.0,Michael Smith,clothing,154.0,delivered,completed,56.0,Female,1.0,West,Platinum,Italy
,Vidya Patel,appliances,60.0,delivered,completed,21.0,Male,1.0,West,Platinum,India
3641.0,Jessica Brown,books,22.0,,completed,51.0,Female,2.0,North,Platinum,USA
3642.0,Emily Davis,appliances,213.0,delivered,completed,,Male,4.0,North,Gold,Russia
,Daniel Jones,electronics,129.0,cancelled,completed,42.0,Female,,South,Platinum,UK
3644.0,Michael Williams,electronics,240.0,shipped,completed,68.0,Female,,East,Platinum,
3645.0,Jennifer Davis,electronics,23.0,delivered,completed,61.0,Female,1.0,North,,Japan
3646.0,,books,263.0,,completed,52.0,,4.0,South,,Russia
3647.0,Sarah Garcia,clothing,185.0,delivered,completed,36.0,Male,1.0,North,Gold,Mexico
3648.0,Jennifer Johnson,books,45.0,delivered,pending,52.0,,4.0,East,Silver,China
3649.0,David Miller,books,36.0,delivered,completed,68.0,Female,1.0,East,Silver,
3650.0,Michael Miller,clothing,235.0,cancelled,completed,68.0,,2.0,West,Gold,Mexico
3651.0,Sarah Brown,appliances,111.0,delivered,completed,56.0,Male,1.0,East,Platinum,Australia
3652.0,Jennifer Brown,electronics,50.0,delivered,completed,46.0,Male,4.0,West,Silver,Spain
3653.0,Jessica Johnson,appliances,224.0,delivered,completed,31.0,Female,2.0,East,Silver,Mexico
3654.0,Emily Williams,electronics,226.0,delivered,pending,38.0,Female,,,Gold,Japan
3655.0,David Davis,books,126.0,delivered,completed,53.0,Male,3.0,East,Silver,Japan
3656.0,,electronics,165.0,delivered,,55.0,Male,4.0,South,,Russia
3657.0,,books,120.0,cancelled,completed,31.0,Male,,West,,India
3658.0,Jennifer Garcia,appliances,260.0,delivered,completed,57.0,Female,2.0,South,Gold,South Korea
3659.0,John Davis,books,,delivered,completed,67.0,Male,4.0,West,Platinum,Brazil
3660.0,Michael Davis,appliances,182.0,delivered,completed,,Male,3.0,East,Platinum,South Korea
3661.0,Sarah Miller,clothing,192.0,,completed,68.0,Female,3.0,South,Platinum,Mexico
3662.0,,clothing,54.0,delivered,cancelled,67.0,Male,2.0,South,Gold,
,David Brown,clothing,,delivered,completed,47.0,Male,3.0,,Silver,South Korea
3664.0,John Johnson,books,182.0,delivered,pending,64.0,Female,2.0,East,Platinum,Mexico
3665.0,Jennifer Brown,clothing,116.0,delivered,completed,29.0,Male,1.0,North,Gold,South Korea
3666.0,David Smith,electronics,74.0,delivered,completed,67.0,Female,,North,Silver,Canada
3667.0,David Johnson,appliances,146.0,,,22.0,Female,4.0,South,,Brazil
3668.0,John Williams,appliances,212.0,delivered,completed,44.0,Female,4.0,West,Platinum,UK
3669.0,Daniel Jones,electronics,262.0,delivered,completed,32.0,Female,4.0,West,Gold,UK
3670.0,David Brown,,,delivered,completed,43.0,Male,2.0,West,Platinum,France
3671.0,,books,234.0,delivered,completed,26.0,Female,4.0,East,Gold,Russia
3672.0,Daniel Garcia,appliances,111.0,delivered,completed,57.0,Male,3.0,East,Platinum,Brazil
3673.0,Emily Smith,clothing,254.0,delivered,completed,57.0,Male,3.0,,Silver,France
,Sarah Williams,books,203.0,delivered,cancelled,52.0,Male,1.0,North,Gold,China
3675.0,Michael Smith,books,57.0,delivered,completed,30.0,Male,2.0,South,,Germany
3676.0,John Miller,electronics,158.0,delivered,completed,62.0,Female,1.0,East,Silver,Mexico
3677.0,Michael Smith,electronics,214.0,,pending,61.0,Male,4.0,South,Platinum,Spain
3678.0,Michael Miller,clothing,34.0,pending,,64.0,Male,3.0,West,Platinum,Canada
3679.0,Jessica Johnson,books,276.0,shipped,completed,63.0,Male,2.0,East,Platinum,Russia
3680.0,Michael Johnson,books,154.0,shipped,completed,,Female,3.0,,Silver,Germany
3681.0,David Garcia,electronics,20.0,cancelled,pending,51.0,Male,,East,Gold,Germany
3682.0,Daniel Miller,books,68.0,pending,completed,21.0,Male,1.0,South,Gold,Italy
3683.0,Vidya Singh,appliances,115.0,delivered,completed,30.0,Male,4.0,North,Gold,India
3684.0,Daniel Davis,electronics,220.0,delivered,completed,27.0,Male,1.0,North,Silver,
3685.0,John Davis,clothing,,delivered,pending,62.0,Female,4.0,West,Platinum,South Korea
3686.0,David Johnson,,254.0,,cancelled,18.0,Female,3.0,South,Platinum,South Korea
3687.0,Daniel Jones,books,,cancelled,,28.0,Female,1.0,East,Platinum,Brazil
3688.0,David Miller,clothing,70.0,delivered,cancelled,67.0,Female,1.0,North,Gold,UK
3689.0,Jessica Garcia,electronics,,pending,completed,26.0,Female,3.0,West,Silver,Australia
3690.0,David Jones,appliances,,,completed,55.0,Male,3.0,North,Platinum,China
3691.0,,,86.0,delivered,cancelled,40.0,Female,,South,Platinum,Italy
3692.0,Daniel Miller,electronics,148.0,delivered,,30.0,Female,2.0,,Gold,Mexico
3693.0,,appliances,174.0,delivered,completed,22.0,Male,3.0,South,Platinum,India
3694.0,Sarah Smith,appliances,264.0,,completed,,,2.0,,Gold,USA
3695.0,,appliances,130.0,pending,completed,27.0,Male,3.0,,Platinum,China
3696.0,,clothing,187.0,shipped,pending,22.0,Female,2.0,East,Gold,China
3697.0,,appliances,161.0,shipped,pending,39.0,Male,3.0,East,Gold,Canada
3698.0,Aditi Singh,appliances,216.0,delivered,completed,59.0,Male,2.0,South,Platinum,India
3699.0,John Williams,appliances,,shipped,pending,42.0,Female,4.0,South,Gold,Mexico
,Daniel Brown,clothing,98.0,delivered,completed,,Male,4.0,North,,France
3701.0,Jessica Davis,electronics,180.0,,,37.0,Female,1.0,North,Platinum,UK
3702.0,,books,38.0,pending,completed,,,,West,Silver,Brazil
3703.0,Michael Miller,appliances,146.0,,completed,38.0,Female,,South,Platinum,Italy
3704.0,Jennifer Miller,electronics,224.0,delivered,,28.0,Female,2.0,South,Platinum,South Africa
3705.0,David Garcia,,,delivered,completed,46.0,Male,,South,Silver,Brazil
3706.0,John Garcia,clothing,226.0,,completed,22.0,Male,4.0,North,Silver,China
,Michael Miller,electronics,299.0,delivered,completed,54.0,,1.0,North,,Germany
3708.0,,clothing,170.0,delivered,completed,,Male,2.0,East,Silver,Germany
3709.0,Michael Williams,appliances,259.0,delivered,completed,22.0,Male,3.0,,Silver,
3710.0,John Williams,appliances,285.0,pending,completed,50.0,Female,1.0,North,Gold,South Korea
3711.0,Emily Davis,,201.0,shipped,completed,62.0,Male,3.0,West,Silver,Germany
3712.0,Aarav Singh,books,124.0,delivered,completed,53.0,,,West,Platinum,India
3713.0,Daniel Williams,clothing,255.0,delivered,completed,25.0,Male,2.0,North,Silver,UK
3714.0,John Johnson,appliances,192.0,delivered,completed,69.0,Male,3.0,South,Gold,Italy
3715.0,Sarah Miller,clothing,177.0,delivered,pending,23.0,Male,1.0,South,Platinum,Canada
3716.0,John Garcia,books,191.0,pending,completed,,Female,2.0,East,Gold,Canada
3717.0,Jennifer Davis,clothing,176.0,delivered,completed,32.0,Male,4.0,South,Silver,UK
3718.0,Jennifer Davis,books,277.0,delivered,,65.0,Female,1.0,South,Platinum,UK
3719.0,,books,,pending,completed,26.0,Female,3.0,North,Silver,Mexico
3720.0,David Jones,clothing,166.0,delivered,cancelled,,Male,3.0,West,,UK
3721.0,John Miller,,173.0,pending,completed,43.0,Female,2.0,South,Gold,Brazil
3722.0,Sarah Davis,,57.0,shipped,completed,,Male,4.0,,Silver,South Africa
3723.0,Jennifer Smith,appliances,,pending,,33.0,Male,1.0,West,Gold,France
3724.0,David Davis,books,274.0,delivered,completed,56.0,Male,4.0,,Silver,Italy
3725.0,Michael Johnson,electronics,227.0,delivered,pending,52.0,Male,1.0,South,Gold,Canada
3726.0,David Williams,clothing,114.0,,cancelled,27.0,Male,,South,Gold,France
3727.0,Jessica Smith,appliances,190.0,delivered,cancelled,44.0,Male,2.0,,,Canada
3728.0,Daniel Jones,electronics,269.0,delivered,pending,33.0,,,East,Gold,Spain
